Symbol,Market_cap,Enterprise_value,Price_to_sale,Price_to_book,Value_to_revenue,Value_to_EBITDA,Profit_margin,Operating_margin,Return_on_asset,Return_on_equity,Revenue,Revenue_per_share,Quarterly_revenue_growth,Gross_profit,EBITDA,Netincome_avi_to_common,Dilutted_eps,Total_cash,Total_cash_per_share,Total_debt,Total_debt_to_equity,Current_ratio,Book_value_per_share,Operating_cash_flow,Levered_Free_cash_flow,current_price,last_quarter_price,last_year_price
AMZN,1670000000000.0,1680000000000.0,3.8,14.51,15.18,122.29,0.0574,0.061799999999999994,0.053200000000000004,0.2583,457970000000.0,909.11,0.153,152760000000.0,60400000000.0,26260000000.0,51.1,78990000000.0,155.75,136240000000.00002,113.0,1.12,237.8,54670000000.0,9270000000.0,3285.0400390625,3440.159912109375,3148.72998046875
ANDE,1040000000.0,2730000000.0,0.1,1.02,0.91,37.9,0.0079,0.0116,0.0233,0.0707,11480000000.0,346.04,0.59,404920000.0,327300000.0,86110000.0,2.68,221300000.0,6.76,977900000.0,79.12,1.45,31.21,-151160000.0,-165930000.0,30.829999923706055,30.18907356262207,18.702150344848633
ANGI,6200000000.0,6110000000.0,3.95,5.17,13.23,1970.0,-0.036699999999999997,-0.0321,-0.0146,-0.046799999999999994,1630000000.0,3.24,0.184,1290000000.0,24110000.0,-59820000.0,-0.12,476620000.0,0.95,596710000.0,50.86,2.15,2.31,41120000.0,5600000.0,12.34000015258789,13.520000457763672,11.100000381469727
ANGO,1100000000.0,1080000000.0,3.73,2.51,13.98,-739.6,-0.115,-0.0536,-0.0175,-0.07690000000000001,297760000.0,7.74,0.096,156790000.0,10370000.0,-34250000.0,-0.89,35470000.0,0.92,34110000.0,7.82,2.52,11.17,20610000.0,31100000.0,25.940000534057617,27.1299991607666,12.0600004196167
ANIK,614400000.0,538820000.0,4.48,2.14,13.63,377.85,-0.039599999999999996,-0.0397,-0.009300000000000001,-0.0199,144660000.0,10.07,0.247,80110000.0,8350000.0,-5730000.0,-0.4,90980000.0,6.3,21180000.0,7.3,5.76,20.09,6510000.0,15210000.0,42.560001373291016,43.290000915527344,35.38999938964844
ANIP,418510000.0,598960000.0,1.85,2.18,11.5,89.22,-0.10400000000000001,0.0424,0.0121,-0.1144,212460000.0,17.63,-0.017,125620000.0,53470000.0,-22100000.0,-1.83,15250000.0,1.26,210240000.0,109.84,2.26,15.82,9800000.0,3580000.0,32.81999969482422,35.04999923706055,28.209999084472656
ANSS,29690000000.0,29590000000.0,16.59,6.99,67.08,222.19,0.2492,0.2887,0.0625,0.11779999999999999,1870000000.0,21.59,0.20199999999999999,1500000000.0,644720000.0,467090000.0,5.32,1080000000.0,12.39,880010000.0,20.28,2.93,49.76,621600000.0,563670000.0,340.45001220703125,347.05999755859375,327.2300109863281
AOSL,827460000.0,826610000.0,1.3,2.22,4.42,21.38,0.1039,0.1137,0.0545,0.1391,692390000.0,26.59,0.23399999999999999,204540000.0,132120000.0,71970000.0,2.61,252450000.0,9.57,194060000.0,35.81,1.84,15.2,199500000.0,17870000.0,31.3700008392334,30.389999389648438,12.819999694824219
AOUT,380260000.0,346010000.0,1.39,1.36,5.69,40.56,0.0699,0.08800000000000001,0.0518,0.0785,286990000.0,20.46,0.204,126830000.0,43870000.0,20070000.0,1.4,56340000.0,3.99,26120000.0,9.2,4.72,20.13,29590000.0,23090000.0,24.559999465942383,35.13999938964844,13.029999732971191
APEI,479140000.0,171560000.0,1.26,1.19,1.75,30.38,0.044000000000000004,0.0823,0.033,0.044000000000000004,350710000.0,20.48,0.242,202020000.0,41470000.0,15440000.0,0.89,114890000.0,6.14,249380000.0,61.66,2.11,21.62,656000.0,-12270000.0,25.610000610351562,28.34000015258789,28.190000534057617
API,3360000000.0,2540000000.0,20.9,3.78,56.39,-146.91,-0.3566,-0.39590000000000003,-0.0484,-0.0747,160850000.0,1.49,0.46,86360000.0,-54840000.0,-57360000.0,-0.53,767440000.0,6.92,7360000.0,0.84,10.9,7.92,-23080000.0,16050000.0,29.0,41.959999084472656,42.97999954223633
APOG,1090000000.0,1280000000.0,0.89,2.21,3.93,129.71,0.0028000000000000004,0.0593,0.04650000000000001,0.0072,1270000000.0,49.94,0.02,280890000.0,127550000.0,3600000.0,0.14,61820000.0,2.44,219850000.0,46.13,1.72,18.77,111440000.0,80830000.0,37.57371139526367,40.32611083984375,20.781442642211914
APPF,4170000000.0,4070000000.0000005,13.26,14.5,42.46,466.23,0.0055000000000000005,-0.0089,-0.004699999999999999,0.0064,336200000.0,9.75,0.139,191030000.0,6500000.0,1850000.0,0.05,160480000.0,4.63,58330000.0,20.0,4.01,8.42,29540000.0,-7650000.0,120.4000015258789,141.1999969482422,141.80999755859375
APPN,6580000000.0,6400000000.0,19.72,23.82,69.24,-269.82,-0.2,-0.1956,-0.0857,-0.24960000000000002,345900000.0,4.89,0.196,215810000.0,-62210000.0,-69180000.0,-0.98,188510000.0,2.65,56200000.0,21.91,1.94,3.6,-28660000.0,4690000.0,92.51000213623047,137.75,64.75
APPS,6640000000.0,6810000000.0,14.36,13.21,21.97,207.36,0.075,0.12359999999999999,0.0674,0.1814,706490000.0,7.72,3.3760000000000003,132570000.0,113650000.0,53000000.0,0.53,95520000.0,0.99,275650000.0,56.44,0.54,5.03,40880000.0,414190000.0,68.75,76.02999877929688,32.7400016784668
APVO,75590000.0,32060000.000000004,6.59,5.45,10.35,-7.2,-2.658,-2.1981,-0.298,-6.316,11000000.0,2.48,1.1159999999999999,-13540000.0,-23050000.0,-29980000.0,-6.6,52120000.0,10.64,19380000.0,265.78,1.82,1.49,-23920000.0,-2320000.0,15.4399995803833,22.43000030517578,7.599999904632568
APWC,30680000.0,-1520000.0,0.1,0.21,-0.01,-0.8,0.0012,0.0297,0.0223,0.0213,411230000.0,29.76,0.765,34080000.0,17020000.0,512000.0,0.037,39010000.0,2.82,61810000.0,27.67,2.23,11.05,-40730000.0,-51580000.0,3.1500000953674316,4.010000228881836,1.2300000190734863
APYX,475600000.0,441420000.0,12.4,8.29,37.31,-112.49,-0.34049999999999997,-0.3431,-0.1293,-0.24739999999999998,43160000.0,1.26,0.701,17500000.0,-13910000.0,-14700000.0,-0.43,30900000.0,0.9,395000.0,0.72,5.11,1.58,-11680000.0,-6950000.0,13.850000381469727,10.3100004196167,4.710000038146973
AQB,289070000.0,94630000.0,537.65,1.28,207.79,-14.94,0.0,-27.395100000000003,-0.0919,-0.16079999999999997,807360.0,0.01,5.72,-6550000.0,-20400000.0,-22370000.0,-0.353,197810000.0,2.79,9600000.0,4.37,75.89,3.1,-18810000.0,-16620000.000000002,4.070000171661377,5.360000133514404,4.480000019073486
ARAY,359130000.0,442170000.0,0.92,5.22,4.12,115.45,-0.018500000000000003,0.0458,0.0255,-0.1368,418400000.0,4.55,0.259,159510000.0,25330000.0,-7740000.0,-0.084,104680000.0,1.15,221960000.0,484.99,1.86,0.5,32780000.0,45950000.0,3.950000047683716,4.519999980926514,2.4000000953674316
ARCB,2089999999.9999998,2020000000.0,0.65,2.33,1.99,17.04,0.047599999999999996,0.057800000000000004,0.0703,0.195,3610000000.0,141.47,0.27899999999999997,197730000.0,329990000.0,171970000.0,6.41,468500000.0,18.32,355180000.0,36.96,1.55,37.59,293060000.0,180780000.0,81.71148681640625,58.078365325927734,30.856767654418945
ARCE,1250000000.0,1250000000.0,6.13,3.23,6.82,-28.85,-0.1199,0.035699999999999996,0.0051,-0.0622,1070000000.0000001,18.66,-0.122,780580000.0,98170000.0,-128060000.0,-0.4,1660000000.0,29.16,1250000000.0,64.44,1.55,34.16,119340000.0,394540000.0,21.700000762939453,30.65999984741211,40.84000015258789
ARCT,1260000000.0,892430000.0,137.97,4.12,366.2,-16.81,0.0,-22.298000000000002,-0.32409999999999994,-0.7532,8800000.0,0.34,0.045,-48310000.0,-195140000.0,-196120000.0,-7.55,413880000.0,15.7,67250000.0,25.95,3.56,9.83,-99180000.0,-30190000.0,47.779998779296875,33.84000015258789,42.900001525878906
ARDX,140940000.0,35110000.0,10.04,1.2,29.93,-0.84,0.0,-13.1577,-0.4843,-1.4176,10880000.0,0.11,-0.568,-57630000.0,-141440000.0,-150810000.0,-1.537,141650000.0,1.26,65540000.00000001,80.48,2.23,0.76,-130669999.99999999,-77480000.0,1.3200000524520874,7.579999923706055,5.25
ARKO,1260000000.0,3080000000.0,0.18,6.13,1.52,38.69,0.0058,0.0196,0.0347,0.1452,6670000000.0,59.27,1.12,790780000.0,227790000.0,30820000.0,0.25,275180000.0,2.21,2009999999.9999998,591.01,1.72,1.93,166890000.0,61410000.0,10.100000381469727,9.1899995803833,10.0
ARKR,70000000.0,161940000.0,0.93,1.73,3.77,16.83,0.037599999999999995,-0.020099999999999996,-0.0087,0.12390000000000001,110810000.0,31.58,4.968,21540000.0,1550000.0,4170000.0,1.16,18280000.0,5.15,98000000.0,220.37,0.94,12.25,4630000.0,1440000.0,15.699999809265137,19.75,10.859999656677246
ARLP,1380000000.0,1840000000.0,0.99,1.23,4.44,27.37,0.1103,0.1341,0.055999999999999994,0.1448,1460000000.0,11.5,0.168,447340000.0,464660000.0,158140000.0,1.24,104610000.0,0.82,458030000.0,38.76,1.71,9.2,419830000.0,266540000.00000003,10.68715763092041,6.996420860290527,2.642540693283081
ARTNA,358770000.0,529429999.99999994,4.0,2.09,21.19,45.17,0.1875,0.3104,0.028999999999999998,0.0992,90030000.0,9.6,0.01,44530000.0,39770000.0,16880000.0,1.79,610000.0,0.06,173340000.0,99.25,0.4,18.57,25070000.0,-13910000.0,37.919273376464844,36.29125213623047,33.35131072998047
ARTW,15260000.0,22170000.0,0.65,1.56,3.36,72.04,-0.0274,-0.0975,-0.0696,-0.063,23180000.0,5.16,0.02,2400000.0,-1630000.0,-635650.0,-0.142,108010.0,0.02,7100000.0,71.84,1.46,2.18,-1750000.0,-1610000.0,3.609999895095825,3.4000000953674316,2.299999952316284
ARVN,4330000000.0,3730000000.0,175.32,7.44,401.96,-82.51,0.0,-8.1496,-0.1226,-0.35109999999999997,22590000.0,0.48,0.222,21800000.0,-179500000.0,-179550000.0,-3.8,1540000000.0,29.21,5310000.0,0.65,8.64,15.5,566130000.0,54760000.0,82.18000030517578,77.0,23.610000610351562
ARWR,6510000000.0,6020000000.0,59.89,14.91,157.28,-96.52,-1.0185,-1.0776999999999999,-0.15109999999999998,-0.3236,138290000.0,1.33,4.015,138290000.0,-140770000.0,-140850000.0,-1.36,367790000.0,3.52,25550000.0,6.25,2.62,3.92,171220000.0,63000000.0,62.43000030517578,82.81999969482422,43.060001373291016
ASMB,163830000.0,-27290000.0,3.75,0.71,-4.36,1.45,0.0,-15.088299999999998,-0.24760000000000001,-0.4403,7290000.0,0.18,-0.8190000000000001,-22230000.0,-109350000.0,-109020000.0,-2.66,180900000.0,3.78,7240000.0,3.22,12.61,4.77,-99300000.0,-61780000.0,3.4800000190734863,3.880000114440918,16.440000534057617
ASML,309660000000.0,308780000000.0,16.0,21.79,58.91,151.7,0.3054,0.3483,0.1476,0.4326,17880000000.0,43.31,0.324,6800000000.0,6600000000.0,5460000000.0,14.94,4460000000.0,10.92,4110000000.0000005,35.69,1.71,28.2,9100000000.0,6560000000.0,743.1776733398438,689.0484619140625,365.82122802734375
ASND,9070000000.0,8539999999.999999,1450.0,11.37,7680.0,-112.89,0.0,-127.2992,-0.2414,-0.4282,3420000.0,0.06,-0.596,6950000.0,-427610000.0,-416480000.0,-8.73,858290000.0,15.09,102300000.0,10.3,8.24,17.47,-384670000.0,-238470000.0,159.38999938964844,131.5500030517578,154.32000732421875
ASPU,165200000.0,175020000.0,2.31,3.35,9.01,1880.0,-0.14400000000000002,-0.0883,-0.0535,-0.22440000000000002,72080000.0,2.94,0.281,52540000.0,-5150000.0,-10380000.0,-0.424,6550000.0,0.26,17950000.0,36.79,2.07,1.96,-810150.0,-2490000.0,5.570000171661377,6.519999980926514,11.170000076293945
ASRT,40310000.0,64860000.0,0.28,0.44,2.55,4.74,-0.2756,0.0492,0.010700000000000001,-0.35,109710000.0,2.78,-0.263,92350000.0,34060000.0,-30240000.0,-0.775,58730000.0,1.32,81690000.0,84.34,1.12,2.17,-4590000.0,16880000.0,0.9100000262260437,1.559999942779541,2.680000066757202
ASTC,51920000.0,-8570000.0,69.11,0.85,-45.82,4.25,0.0,-20.845100000000002,-0.1532,-0.2591,381000.0,0.01,0.336,36000.0,-7780000.0,-7520000.0,-0.236,58950000.0,1.19,789000.0,1.33,31.76,1.2,-8119999.999999999,-5320000.0,1.0499999523162842,1.3300000429153442,1.7000000476837158
ASTE,1220000000.0,1040000000.0,1.2,1.86,3.91,73.43,0.0397,0.042800000000000005,0.033,0.0661,1070000000.0000001,47.11,0.154,240100000.0,75800000.0,42400000.0,1.85,173800000.0,7.64,900000.0,0.14,3.04,29.11,66700000.0,49410000.0,53.723304748535156,62.72224044799805,53.78628921508789
ASTS,559720000.0,163910000.0,93.8,5.8,66.9,-7.49,0.0,-7.5066999999999995,-0.1476,-0.3057,8890000.0,0.17,0.172,2940000.0,-64030000.0,-32689999.999999996,-0.63,360390000.0,6.97,6930000.0,1.91,24.1,1.97,-68350000.0,-87570000.0,10.819999694824219,12.9399995803833,10.069999694824219
ASUR,179910000.0,179040000.0,2.29,1.2,9.96,6390.0,0.0232,-0.030899999999999997,-0.0036,0.0113,71380000.0,3.88,0.12300000000000001,38090000.0,14740000.0,1650000.0,0.08,11510000.0,0.58,41480000.0,25.61,1.09,8.11,-5150000.0,-13120000.0,9.010000228881836,8.869999885559082,7.550000190734863
ASYS,163500000.0,139770000.0,2.14,1.96,5.74,88.19,0.0177,0.0447,0.0217,0.018000000000000002,85200000.0,6.01,0.614,34530000.0,5210000.0,1510000.0,0.11,32840000.000000004,2.3,13720000.0,16.02,5.35,5.99,-5960000.0,-8340000.0,11.430000305175781,9.640000343322754,4.889999866485596
ATEC,1210000000.0,1230000000.0,5.21,5.66,19.5,-36.83,-0.6141,-0.4227,-0.1497,-1.568,213200000.0,2.35,0.528,102500000.0,-68990000.0,-130940000.0,-1.44,223870000.0,2.26,355900000.0,262.93,3.57,1.13,-65300000.0,-81790000.0,12.1899995803833,15.319999694824219,6.639999866485596
ATER,542040000.0,562850000.0,1.17,3.08,8.26,-5.32,-1.2117,-0.215,-0.1479,-2.2251,225940000.0,8.06,0.159,85330000.0,-43460000.0,-273770000.0,-9.768,37470000.0,0.74,34280000.0,16.12,1.97,4.51,-41960000.0,-26540000.0,10.829999923706055,14.630000114440918,8.25
ATEX,1110000000.0,1010000000.0,1260.0,5.32,5560.0,-87.55,0.0,-59.9334,-0.1186,-0.2184,781000.0,0.04,-0.266,515000.0,-45140000.0,-46990000.0,-2.65,100870000.0,5.49,6330000.0,3.12,15.25,11.07,-7810000.0,-36440000.0,60.70000076293945,59.9900016784668,32.709999084472656
ATHX,312860000.0,265890000.0,202.68,10.08,55.49,-16.62,0.0,-14.4014,-0.7742,-2.3793,6060000.0,0.03,54.721000000000004,-61550000.0,-85870000.0,-87450000.0,-0.407,49670000.0,0.21,9580000.0,32.64,2.1,0.12,-74130000.0,-44130000.0,1.3300000429153442,1.440000057220459,1.9500000476837158
ATNI,742640000.0,799630000.0,1.54,1.16,4.8,25.77,-0.0342,0.0425,0.0104,-0.0182,538840000.0,33.93,0.49200000000000005,333060000.0,118140000.0,-19260000.0,-1.22,101700000.0,6.52,484900000.0,60.36,1.23,40.27,62410000.0,22740000.0,46.849998474121094,45.32426452636719,49.40338897705078
ATNX,329050000.0,357260000.0,2.34,1.78,11.06,-11.84,-1.2377,-1.141,-0.20989999999999998,-0.8466,117050000.0,1.17,-0.09,49040000.0,-128610000.00000001,-144870000.0,-1.45,88510000.0,0.81,158390000.0,116.57,2.51,1.39,-138120000.0,-102500000.0,3.009999990463257,4.619999885559082,12.100000381469727
ATRC,3190000000.0,3110000000.0,12.72,8.3,44.08,30.62,0.1753,-0.161,-0.0394,0.1002,258839999.99999997,5.78,0.287,149310000.0,-31890000.0,45380000.0,0.99,119750000.0,2.61,72840000.0,14.91,3.63,10.63,-10130000.0,4139999.9999999995,69.55000305175781,79.33000183105469,39.900001525878906
ATRO,435720000.0,597380000.0,0.99,1.71,5.34,232.17,-0.1063,-0.0697,-0.031,-0.17420000000000002,443660000.0,14.35,0.05,94720000.0,-1210000.0,-47170000.0,-1.53,29090000.0,0.93,203530000.0,80.88,3.26,8.0,-12680000.0,-13800000.0,14.0600004196167,17.510000228881836,7.71999979019165
ATRS,618950000.0,605560000.0,3.72,4.69,12.57,67.91,0.36229999999999996,0.1463,0.08810000000000001,0.6308,179380000.0,1.07,0.205,86500000.0,29900000.0,64989999.99999999,0.374,57370000.0,0.34,26850000.0,19.07,2.54,0.83,34230000.0,15460000.0,3.640000104904175,4.360000133514404,2.700000047683716
ATSG,1920000000.0,3290000000.0,1.02,1.72,7.07,18.13,0.11630000000000001,0.1242,0.0414,0.19690000000000002,1650000000.0,25.33,0.153,640620000.0,512760000.0,186780000.0,2.36,49810000.0,0.68,1440000000.0,121.52,1.09,16.05,518260000.0,-175650000.0,25.809999465942383,23.229999542236328,25.059999465942383
ATVI,60270000000.0,54670000000.0,6.78,3.7,26.41,61.98,0.2921,0.3617,0.0898,0.16879999999999998,9050000000.0,11.67,0.059000000000000004,5830000000.0,3410000000.0,2640000000.0,3.37,10000000000.0,12.84,3610000000.0,21.28,5.56,21.76,2890000000.0,2750000000.0,77.38999938964844,95.44000244140625,80.5599365234375
ATY,403610000.0,340700000.0,3.87,4.92,12.4,71.01,0.10189999999999999,0.10890000000000001,0.0836,0.19690000000000002,120280000.0,2.16,0.054000000000000006,54090000.0,13870000.0,12250000.0,0.171,100300000.0,1.65,12660000.0,11.57,5.05,1.8,21990000.0,17400000.0,6.690000057220459,9.949999809265137,2.690000057220459
AUDC,1070000000.0000001,977410000.0,4.74,5.05,15.41,92.33,0.1444,0.17550000000000002,0.0761,0.1744,241490000.0,7.36,0.121,149820000.0,44700000.0,34880000.0,1.03,89560000.0,2.75,22050000.0,10.83,1.69,6.24,53180000.0,43920000.0,32.540000915527344,32.90900802612305,31.120662689208984
AUPH,2870000000.0,2560000000.0,48.49,8.63,174.38,-51.49,-2.1558,-2.1609,-0.23989999999999997,-0.4401,72230000.0,0.56,504.759,-209000.0,-153600000.0,-155720000.0,-1.22,286400000.0,2.21,8910000.0,2.99,8.77,2.3,-128570000.0,-94290000.0,22.1299991607666,12.960000038146973,14.729999542236328
AUTO,37570000.0,39680000.0,0.52,2.15,2.31,-18.47,-0.056100000000000004,-0.0674,-0.0739,-0.2519,71030000.0,5.38,-0.037000000000000005,23680000.0,-2220000.0,-3990000.0,-0.302,9870000.0,0.73,12560000.0,84.65,1.27,1.1,1290000.0,368620.0,2.7899999618530273,3.119999885559082,3.140000104904175
AUVI,68980000.0,62890000.0,9.89,4.83,17.71,-68.12,-0.7592,-0.7829,-0.2138,-0.4022,8750000.0,0.99,1.276,1010000.0,-6370000.0,-6890000.0,-0.777,11750000.0,1.21,2009999.9999999998,7.29,5.42,2.84,-5720000.0,-4780000.0,7.099999904632568,9.8100004196167,7.269999980926514
AVAV,2510000000.0,2550000000.0,6.24,4.1,25.22,1650.0,-0.0018,0.0696,0.0239,-0.0011,408470000.0,16.86,0.155,164560000.0,58570000.0,-730000.0,-0.03,111880000.0,4.54,224940000.0,37.6,4.17,24.29,44390000.0,1120000.0,86.31999969482422,100.1500015258789,60.0099983215332
AVCO,75840000.0,79160000.0,54.36,23.52,162.61,-42.66,0.0,-6.6858,-0.5611,-2.739,1450000.0,0.02,0.524,338530.0,-9360000.0,-9860000.0,-0.118,532250.0,0.01,4540000.0,245.09,0.28,0.02,-4670000.0,-878720.0,0.8880000114440918,0.9829999804496765,1.25
AVEO,212430000.0,142710000.0,12.61,3.53,9.41,-15.52,-2.2554,-2.1966,-0.385,-1.2594,25540000.0,0.83,3.215,-16660000.0,-56030000.0,-57590000.0,-1.88,94020000.0,2.73,33409999.999999996,65.2,4.83,1.49,-57950000.0,-38230000.0,6.179999828338623,6.590000152587891,5.940000057220459
AVGO,199140000000.0,230090000000.0,8.09,8.32,33.95,63.14,0.22899999999999998,0.2884,0.0616,0.2532,26510000000.0,64.97,0.16399999999999998,17370000000.0,13930000000.0,5770000000.0,13.49,11110000000.0,26.98,40460000000.0,166.03,2.4,59.08,13570000000.0,11890000000.0,484.92999267578125,473.3708190917969,353.0686340332031
AVGR,71100000.0,59460000.0,6.12,4.11,25.13,-13.72,-1.6298,-1.6997,-0.3144,-1.3102,10460000.0,0.11,0.027999999999999997,2620000.0,-17030000.0,-21140000.0,-0.23,23080000.0,0.12,15260000.0,131.95,3.99,0.12,-15330000.0,-8960000.0,0.7440000176429749,1.2300000190734863,0.32199999690055847
AVNW,367610000.0,323660000.0,1.4,2.01,4.42,37.04,0.3864,0.0901,0.0653,0.8255,281780000.0,25.34,0.10400000000000001,102610000.0,30780000.0,108890000.0,9.14,47310000.0,4.23,3690000.0,1.97,1.78,16.8,13740000.0,7220000.0,32.86000061035156,32.77000045776367,10.979999542236328
AVT,3680000000.0,4990000000.0,0.19,0.9,0.89,23.92,0.0159,0.024700000000000003,0.035699999999999996,0.0816,20400000000.0,205.1,0.182,2240000000.0,620070000.0,323320000.0,3.21,299100000.0,3.01,1680000000.0,40.46,2.4,41.73,-62460000.0,-95880000.0,36.731422424316406,39.580257415771484,25.078157424926758
AVTX,244850000.0,221850000.0,28.33,11.34,164.33,-13.85,0.0,-11.9404,-0.6446999999999999,-2.063,6680000.0,0.07,0.215,-18540000.0,-77810000.0,-81360000.0,-0.865,71510000.0,0.64,33680000.0,83.55,4.05,0.36,-68170000.0,-35760000.0,2.180000066757202,3.2699999809265137,2.2750000953674316
AWH,364330000.0,314990000.0,58.17,7.78,189.07,-32.73,0.0,-4.6391,-0.536,-1.085,6410000.0,0.06,0.345,1240000.0,-29400000.0,-28780000.0,-0.266,44870000.0,0.4,3390000.0,8.8,7.36,0.34,-24500000.0,-14160000.0,3.25,5.619999885559082,3.0899999141693115
AXGN,656630000.0,624930000.0,4.91,5.53,20.03,-112.4,-0.2159,-0.19820000000000002,-0.0787,-0.23379999999999998,128320000.0,3.14,-0.067,90720000.0,-22670000.0,-27710000.0,-0.68,91720000.0,2.21,73000000.0,63.33,5.78,2.77,-9050000.0,-21200000.0,15.800000190734863,21.610000610351562,11.630000114440918
AXNX,3010000000.0,2790000000.0,17.36,5.97,59.47,-202.12,-0.4708,-0.37420000000000003,-0.0833,-0.1945,161940000.0,3.89,0.331,67090000.0,-53620000.0,-76250000.0,-1.83,228800000.0,4.94,9660000.0,1.97,11.9,10.6,-68840000.0,-43430000.0,65.08999633789062,63.40999984741211,51.040000915527344
AXON,11830000000.0,11170000000.0,13.91,10.77,48.16,1450.0,-0.023700000000000002,-0.1319,-0.0492,-0.0206,871940000.0,13.46,0.39399999999999996,416330000.0,-98030000.0,-20680000.0,-0.32,581590000.0,8.49,6810000.0,0.61,2.96,16.48,145880000.0,163770000.0,175.02000427246094,176.8000030517578,90.69999694824219
AXTI,355330000.0,316490000.0,2.98,1.81,9.15,50.81,0.1079,0.09300000000000001,0.0269,0.0642,126700000.0,3.08,0.358,30270000.0,18240000.0,13500000.0,0.31,49290000.0,1.18,16719999.999999998,6.11,4.28,4.85,-11200000.0,-36730000.0,8.329999923706055,10.979999542236328,6.119999885559082
AY,3850000000.0,9360000000.0,3.26,2.42,28.44,43.04,-0.055,0.25379999999999997,0.0196,-0.027999999999999997,1230000000.0,11.27,0.087,1060000000.0,745890000.0,-67410000.0,-0.62,969570000.0,8.7,6620000000.0,375.72,1.49,13.94,576920000.0,543290000.0,34.122596740722656,36.388450622558594,27.002946853637695
AYRO,124240000.0,37520000.0,39.99,1.4,67.08,-3.18,0.0,-11.1806,-0.31170000000000003,-0.5511,2650000.0,0.08,0.439,-166480.0,-29250000.0,-30060000.0,-0.928,77100000.0,2.09,1130000.0,1.44,14.16,2.15,-22200000.0,-8220000.000000001,3.4100000858306885,4.880000114440918,2.9600000381469727
AYTU,79980000.0,58680000.0,0.73,0.58,2.68,-10.54,-1.1057,-0.58,-0.1454,-0.8079999999999999,74010000.0,3.68,0.62,29200000.0,-33090000.000000004,-81830000.0,-4.07,40310000.0,1.43,25020000.0,22.44,0.91,4.01,-21770000.0,19530000.0,2.880000114440918,5.010000228881836,11.899999618530273
